Safety Program (SP) data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rows are sorted by submitting_opid, system_type, record_created",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA_AS_OF,RECORD_SOURCE,RECORD_CREATED,SUBMITTING_OPID,SUBMITTING_OPID_STATUS,SUBMITTING_OPID_NAME,SYSTEM_TYPE,D&A_PRIMARY_OPID,D&A_PRIMARY_NAME,D&A_STATUS,D&A_ENTER_DATE,D&A_EXIT_DATE,OME_PRIMARY_OPID,OME_PRIMARY_NAME,OME_STATUS,OME_ENTER_DATE,OME_EXIT_DATE,DP_PRIMARY_OPID,DP_PRIMARY_NAME,DP_STATUS,DP_ENTER_DATE,DP_EXIT_DATE,PA_PRIMARY_OPID,PA_PRIMARY_NAME,PA_STATUS,PA_ENTER_DATE,PA_EXIT_DATE,CRM_PRIMARY_OPID,CRM_PRIMARY_NAME,CRM_STATUS,CRM_ENTER_DATE,CRM_EXIT_DATE,OQ_PRIMARY_OPID,OQ_PRIMARY_NAME,OQ_STATUS,OQ_ENTER_DATE,OQ_EXIT_DATE,IM_PRIMARY_OPID,IM_PRIMARY_NAME,IM_STATUS,IM_ENTER_DATE,IM_EXIT_DATE,OPA_PRIMARY_OPID,OPA_PRIMARY_NAME,OPA_STATUS,OPA_ENTER_DATE,OPA_EXIT_DATE
12/15/21,Operator Validation,12/3/12,5090,ACTIVE,"FAYETTE GAS BOARD, CITY OF",Gas Distribution,5090,"FAYETTE GAS BOARD, CITY OF",Current,4/20/95,,5090,"FAYETTE GAS BOARD, CITY OF",Current,4/20/95,,5090,"FAYETTE GAS BOARD, CITY OF",Current,4/20/95,,5090,"FAYETTE GAS BOARD, CITY OF",Current,4/20/95,,5090,"FAYETTE GAS BOARD, CITY OF",Current,4/20/95,,5090,"FAYETTE GAS BOARD, CITY OF",Current,4/20/95,,5090,"FAYETTE GAS BOARD, CITY OF",Current,4/20/95,,,,,,
12/15/21,Operator Validation,11/30/12,5110,ACTIVE,FAYETTEVILLE PUBLIC UTILITIES GAS DEPT.,Gas Distribution,5110,FAYETTEVILLE PUBLIC UTILITIES GAS DEPT.,Current,4/20/95,,5110,FAYETTEVILLE PUBLIC UTILITIES GAS DEPT.,Current,4/20/95,,5110,FAYETTEVILLE PUBLIC UTILITIES GAS DEPT.,Current,4/20/95,,5110,FAYETTEVILLE PUBLIC UTILITIES GAS DEPT.,Current,4/20/95,,5110,FAYETTEVILLE PUBLIC UTILITIES GAS DEPT.,Current,4/20/95,,5110,FAYETTEVILLE PUBLIC UTILITIES GAS DEPT.,Current,4/20/95,,5110,FAYETTEVILLE PUBLIC UTILITIES GAS DEPT.,Current,4/20/95,,,,,,
12/15/21,Operator Validation,12/14/12,5160,ACTIVE,FILLMORE GAS CO INC,Gas Distribution,5160,FILLMORE GAS CO INC,Current,5/24/95,,5160,FILLMORE GAS CO INC,Current,5/24/95,,5160,FILLMORE GAS CO INC,Current,5/24/95,,5160,FILLMORE GAS CO INC,Current,5/24/95,,5160,FILLMORE GAS CO INC,Current,5/24/95,,5160,FILLMORE GAS CO INC,Current,5/24/95,,5160,FILLMORE GAS CO INC,Current,5/24/95,,,,,,
12/15/21,Operator Validation,5/8/12,5170,ACTIVE,"FINDLAY GAS UTILITIES, VILLAGE OF",Gas Distribution,5170,"FINDLAY GAS UTILITIES, VILLAGE OF",Current,4/20/95,,5170,"FINDLAY GAS UTILITIES, VILLAGE OF",Current,4/20/95,,5170,"FINDLAY GAS UTILITIES, VILLAGE OF",Current,4/20/95,,5170,"FINDLAY GAS UTILITIES, VILLAGE OF",Current,4/20/95,,5170,"FINDLAY GAS UTILITIES, VILLAGE OF",Current,4/20/95,,5170,"FINDLAY GAS UTILITIES, VILLAGE OF",Current,4/20/95,,5170,"FINDLAY GAS UTILITIES, VILLAGE OF",Current,4/20/95,,,,,,
12/15/21,Operator Validation,12/6/12,5200,ACTIVE,FITCHBURG GAS & ELECTRIC LIGHT CO,Gas Distribution,13800,Unitil,Current,5/24/95,,13800,Unitil,Current,5/24/95,,13800,Unitil,Current,5/24/95,,13800,Unitil,Current,5/24/95,,13800,Unitil,Current,5/24/95,,13800,Unitil,Current,5/24/95,,13800,Unitil,Current,5/24/95,,,,,,
12/15/21,Operator Validation,12/6/12,5200,ACTIVE,FITCHBURG GAS & ELECTRIC LIGHT CO,LNG Plant/Facility,13800,Unitil,Current,5/24/95,,5200,FITCHBURG GAS & ELECTRIC LIGHT CO,Current,5/24/95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/21,Operator Validation,7/31/12,5210,ACTIVE,FITZGERALD WATER LIGHT & BOND COMMISSION,Gas Distribution,5210,FITZGERALD WATER LIGHT & BOND COMMISSION,Current,4/20/95,,5210,FITZGERALD WATER LIGHT & BOND COMMISSION,Current,4/20/95,,5210,FITZGERALD WATER LIGHT & BOND COMMISSION,Current,4/20/95,,5210,FITZGERALD WATER LIGHT & BOND COMMISSION,Current,4/20/95,,5210,FITZGERALD WATER LIGHT & BOND COMMISSION,Current,4/20/95,,5210,FITZGERALD WATER LIGHT & BOND COMMISSION,Current,4/20/95,,5210,FITZGERALD WATER LIGHT & BOND COMMISSION,Current,4/20/95,,,,,,
12/15/21,Operator Validation,9/20/12,5220,ACTIVE,FLAT ROCK GAS DEPT,Gas Distribution,5220,FLAT ROCK GAS DEPT,Current,4/20/95,,5220,FLAT ROCK GAS DEPT,Current,4/20/95,,5220,FLAT ROCK GAS DEPT,Current,4/20/95,,5220,FLAT ROCK GAS DEPT,Current,4/20/95,,5220,FLAT ROCK GAS DEPT,Current,4/20/95,,5220,FLAT ROCK GAS DEPT,Current,4/20/95,,5220,FLAT ROCK GAS DEPT,Current,4/20/95,,,,,,
12/15/21,Type C Notification,11/24/15,5230,ACTIVE,FLEMINGSBURG UTILITIES SYSTEM,Gas Distribution,5230,FLEMINGSBURG UTILITIES SYSTEM,Current,1/1/04,,5230,FLEMINGSBURG UTILITIES SYSTEM,Current,1/1/04,,5230,FLEMINGSBURG UTILITIES SYSTEM,Current,1/1/04,,5230,FLEMINGSBURG UTILITIES SYSTEM,Current,1/1/04,,5230,FLEMINGSBURG UTILITIES SYSTEM,Current,1/1/04,,5230,FLEMINGSBURG UTILITIES SYSTEM,Current,1/1/04,,5230,FLEMINGSBURG UTILITIES SYSTEM,Current,1/1/04,,,,,,
12/15/21,Operator Validation,4/30/12,5240,INACTIVE,"FLINTROCK GAS, INC.",Gas Distribution,5240,"FLINTROCK GAS, INC.",Current,5/24/95,,5240,"FLINTROCK GAS, INC.",Current,5/24/95,,5240,"FLINTROCK GAS, INC.",Current,5/24/95,,5240,"FLINTROCK GAS, INC.",Current,5/24/95,,5240,"FLINTROCK GAS, INC.",Current,5/24/95,,5240,"FLINTROCK GAS, INC.",Current,5/24/95,,5240,"FLINTROCK GAS, INC.",Current,5/24/95,,,,,,
12/15/21,Operator Validation,6/26/12,5280,ACTIVE,"FLORA MUNICIPAL GAS UTILITY, CITY OF",Gas Distribution,5280,"FLORA MUNICIPAL GAS UTILITY, CITY OF",Current,5/24/95,,5280,"FLORA MUNICIPAL GAS UTILITY, CITY OF",Current,5/24/95,,5280,"FLORA MUNICIPAL GAS UTILITY, CITY OF",Current,5/24/95,,5280,"FLORA MUNICIPAL GAS UTILITY, CITY OF",Current,5/24/95,,5280,"FLORA MUNICIPAL GAS UTILITY, CITY OF",Current,5/24/95,,5280,"FLORA MUNICIPAL GAS UTILITY, CITY OF",Current,5/24/95,,5280,"FLORA MUNICIPAL GAS UTILITY, CITY OF",Current,5/24/95,,,,,,
12/15/21,Operator Validation,12/11/12,5290,ACTIVE,"FLORALA UTILITY BOARD, CITY OF",Gas Distribution,5290,"FLORALA UTILITY BOARD, CITY OF",Current,5/24/95,,5290,"FLORALA UTILITY BOARD, CITY OF",Current,5/24/95,,5290,"FLORALA UTILITY BOARD, CITY OF",Current,5/24/95,,5290,"FLORALA UTILITY BOARD, CITY OF",Current,5/24/95,,5290,"FLORALA UTILITY BOARD, CITY OF",Current,5/24/95,,5290,"FLORALA UTILITY BOARD, CITY OF",Current,5/24/95,,5290,"FLORALA UTILITY BOARD, CITY OF",Current,5/24/95,,,,,,
12/15/21,Operator Validation,8/12/12,5300,ACTIVE,"FLORENCE GAS DEPT, CITY OF",Gas Distribution,5300,"FLORENCE GAS DEPT, CITY OF",Current,4/20/95,,5300,"FLORENCE GAS DEPT, CITY OF",Current,4/20/95,,5300,"FLORENCE GAS DEPT, CITY OF",Current,4/20/95,,5300,"FLORENCE GAS DEPT, CITY OF",Current,4/20/95,,5300,"FLORENCE GAS DEPT, CITY OF",Current,4/20/95,,5300,"FLORENCE GAS DEPT, CITY OF",Current,4/20/95,,5300,"FLORENCE GAS DEPT, CITY OF",Current,4/20/95,,,,,,
12/15/21,Type C Notification,3/20/14,5304,ACTIVE,FLORIDA GAS TRANSMISSION CO,Gas Transmission,,,,,,,,,,,,,,,,,,,,,32099,Energy Transfer,Current,2/14/14,,,,,,,,,,,,,,,,
12/15/21,Type C Notification,7/29/13,5304,ACTIVE,FLORIDA GAS TRANSMISSION CO,Gas Transmission,32099,Energy Transfer,Current,6/1/13,,32099,Energy Transfer,Current,6/1/13,,32099,Energy Transfer,Current,6/1/13,,32099,Energy Transfer,Current,6/1/13,,5304,FLORIDA GAS TRANSMISSION CO,Superseded,6/1/13,2/14/14,32099,Energy Transfer,Current,6/1/13,,32099,Energy Transfer,Current,6/1/13,,,,,,
12/15/21,Operator Validation,9/20/12,5304,ACTIVE,FLORIDA GAS TRANSMISSION CO,Gas Transmission,15105,Southern Union,Superseded,5/3/95,6/1/13,15105,Southern Union,Superseded,5/3/95,6/1/13,15105,Southern Union,Superseded,5/3/95,6/1/13,15105,Southern Union,Superseded,5/3/95,6/1/13,5304,FLORIDA GAS TRANSMISSION CO,Superseded,5/3/95,6/1/13,15105,Southern Union,Superseded,5/3/95,6/1/13,15105,Southern Union,Superseded,5/3/95,6/1/13,,,,,
12/15/21,Operator Validation,5/9/12,5320,INACTIVE,"DUKE ENERGY FLORIDA, LLC D/B/A DUKE ENERGY",Hazardous Liquid,5320,PROGRESS ENERGY,Current,6/4/87,,5320,PROGRESS ENERGY,Current,6/4/87,,5320,PROGRESS ENERGY,Current,6/4/87,,5320,PROGRESS ENERGY,Current,6/4/87,,5320,PROGRESS ENERGY,Current,6/4/87,,5320,PROGRESS ENERGY,Current,6/4/87,,5320,PROGRESS ENERGY,Current,6/4/87,,5320,PROGRESS ENERGY,Current,6/4/87,
12/15/21,Operator Validation,5/31/12,5330,ACTIVE,FLORIDA PUBLIC UTILITIES CO,Gas Distribution,5330,Chesapeake – Florida,Current,6/4/87,,5330,Chesapeake – Florida,Current,6/4/87,,5330,Chesapeake – Florida,Current,6/4/87,,5330,Chesapeake – Florida,Current,6/4/87,,5330,Chesapeake – Florida,Current,6/4/87,,5330,Chesapeake – Florida,Current,6/4/87,,5330,Chesapeake – Florida,Current,6/4/87,,,,,,
12/15/21,Type C Notification,11/23/16,5330,ACTIVE,FLORIDA PUBLIC UTILITIES CO,Gas Transmission,5330,Chesapeake – Florida,Current,11/23/16,,5330,Chesapeake – Florida,Current,11/23/16,,5330,Chesapeake – Florida,Current,11/23/16,,5330,Chesapeake – Florida,Current,11/23/16,,,,,,,5330,Chesapeake – Florida,Current,11/23/16,,2188,Chesapeake – Florida,Current,11/23/16,,,,,,
12/15/21,Type C Notification,9/22/16,5335,INACTIVE,F M C CORPORATION,Gas Transmission,39447,TRONOX ALKALI CORPORATION,Current,3/10/16,,39447,TRONOX ALKALI CORPORATION,Current,3/10/16,,39447,TRONOX ALKALI CORPORATION,Current,3/10/16,,39447,TRONOX ALKALI CORPORATION,Current,3/10/16,,39447,TRONOX ALKALI CORPORATION,Current,3/10/16,,39447,TRONOX ALKALI CORPORATION,Current,3/10/16,,39447,TRONOX ALKALI CORPORATION,Current,3/10/16,,,,,,
12/15/21,Operator Validation,12/6/12,5335,INACTIVE,F M C CORPORATION,Gas Transmission,5335,F M C CORPORATION,Superseded,5/3/95,3/10/16,5335,F M C CORPORATION,Superseded,5/3/95,3/10/16,5335,F M C CORPORATION,Superseded,5/3/95,3/10/16,5335,F M C CORPORATION,Superseded,5/3/95,3/10/16,5335,F M C CORPORATION,Superseded,5/3/95,3/10/16,5335,F M C CORPORATION,Superseded,5/3/95,3/10/16,5335,F M C CORPORATION,Superseded,5/3/95,3/10/16,,,,,
12/15/21,Operator Validation,12/3/12,5340,ACTIVE,"FOLEY UTILITY BOARD, CITY OF (RIVIERA UTIL)",Gas Distribution,5340,"FOLEY UTILITY BOARD, CITY OF (RIVIERA UTIL)",Current,5/24/95,,5340,"FOLEY UTILITY BOARD, CITY OF (RIVIERA UTIL)",Current,5/24/95,,5340,"FOLEY UTILITY BOARD, CITY OF (RIVIERA UTIL)",Current,5/24/95,,5340,"FOLEY UTILITY BOARD, CITY OF (RIVIERA UTIL)",Current,5/24/95,,5340,"FOLEY UTILITY BOARD, CITY OF (RIVIERA UTIL)",Current,5/24/95,,5340,"FOLEY UTILITY BOARD, CITY OF (RIVIERA UTIL)",Current,5/24/95,,5340,"FOLEY UTILITY BOARD, CITY OF (RIVIERA UTIL)",Current,5/24/95,,,,,,
12/15/21,Operator Validation,5/8/13,5350,ACTIVE,FORAKER GAS CO,Gas Distribution,5350,FORAKER GAS CO,Current,4/20/95,,5350,FORAKER GAS CO,Current,4/20/95,,5350,FORAKER GAS CO,Current,4/20/95,,5350,FORAKER GAS CO,Current,4/20/95,,5350,FORAKER GAS CO,Current,4/20/95,,5350,FORAKER GAS CO,Current,4/20/95,,5350,FORAKER GAS CO,Current,4/20/95,,,,,,
12/15/21,Operator Validation,3/28/13,5360,INACTIVE,FORD CITY UTILITIES GAS DEPT,Gas Distribution,5360,FORD CITY UTILITIES GAS DEPT,Current,5/24/95,,5360,FORD CITY UTILITIES GAS DEPT,Current,5/24/95,,5360,FORD CITY UTILITIES GAS DEPT,Current,5/24/95,,5360,FORD CITY UTILITIES GAS DEPT,Current,5/24/95,,5360,FORD CITY UTILITIES GAS DEPT,Current,5/24/95,,5360,FORD CITY UTILITIES GAS DEPT,Current,5/24/95,,5360,FORD CITY UTILITIES GAS DEPT,Current,5/24/95,,,,,,
12/15/21,Operator Validation,6/14/13,5370,ACTIVE,FOREST HILL GAS SYSTEM,Gas Distribution,5370,FOREST HILL GAS SYSTEM,Current,4/20/95,,5370,FOREST HILL GAS SYSTEM,Current,4/20/95,,5370,FOREST HILL GAS SYSTEM,Current,4/20/95,,5370,FOREST HILL GAS SYSTEM,Current,4/20/95,,5370,FOREST HILL GAS SYSTEM,Current,4/20/95,,5370,FOREST HILL GAS SYSTEM,Current,4/20/95,,5370,FOREST HILL GAS SYSTEM,Current,4/20/95,,,,,,
12/15/21,Operator Validation,9/27/12,5400,ACTIVE,"FORT GAINES GAS SYSTEM, CITY OF",Gas Distribution,5400,"FORT GAINES GAS SYSTEM, CITY OF",Current,5/24/95,,5400,"FORT GAINES GAS SYSTEM, CITY OF",Current,5/24/95,,5400,"FORT GAINES GAS SYSTEM, CITY OF",Current,5/24/95,,5400,"FORT GAINES GAS SYSTEM, CITY OF",Current,5/24/95,,5400,"FORT GAINES GAS SYSTEM, CITY OF",Current,5/24/95,,5400,"FORT GAINES GAS SYSTEM, CITY OF",Current,5/24/95,,5400,"FORT GAINES GAS SYSTEM, CITY OF",Current,5/24/95,,,,,,
12/15/21,Operator Validation,12/12/12,5405,INACTIVE,FORT COBB FUEL IRRIGATION AUTH,Gas Distribution,5405,FORT COBB FUEL IRRIGATION AUTH,Current,6/6/95,,5405,FORT COBB FUEL IRRIGATION AUTH,Current,6/6/95,,5405,FORT COBB FUEL IRRIGATION AUTH,Current,6/6/95,,5405,FORT COBB FUEL IRRIGATION AUTH,Current,6/6/95,,5405,FORT COBB FUEL IRRIGATION AUTH,Current,6/6/95,,5405,FORT COBB FUEL IRRIGATION AUTH,Current,6/6/95,,5405,FORT COBB FUEL IRRIGATION AUTH,Current,6/6/95,,,,,,
12/15/21,Operator Validation,12/6/12,5410,ACTIVE,FORT HILL NATURAL GAS AUTH,Gas Distribution,5410,FORT HILL NATURAL GAS AUTH,Current,4/20/95,,5410,FORT HILL NATURAL GAS AUTH,Current,4/20/95,,5410,FORT HILL NATURAL GAS AUTH,Current,4/20/95,,5410,FORT HILL NATURAL GAS AUTH,Current,4/20/95,,5410,FORT HILL NATURAL GAS AUTH,Current,4/20/95,,5410,FORT HILL NATURAL GAS AUTH,Current,4/20/95,,5410,FORT HILL NATURAL GAS AUTH,Current,4/20/95,,,,,,
12/15/21,Operator Validation,12/6/12,5420,INACTIVE,"FORT MEADE, CITY OF",Gas Distribution,5420,"FORT MEADE, CITY OF",Current,6/4/87,,5420,"FORT MEADE, CITY OF",Current,6/4/87,,5420,"FORT MEADE, CITY OF",Current,6/4/87,,5420,"FORT MEADE, CITY OF",Current,6/4/87,,5420,"FORT MEADE, CITY OF",Current,6/4/87,,5420,"FORT MEADE, CITY OF",Current,6/4/87,,5420,"FORT MEADE, CITY OF",Current,6/4/87,,,,,,
12/15/21,Operator Validation,12/4/12,5440,ACTIVE,"FORT MORGAN GAS DEPT, CITY OF",Gas Distribution,5440,"FORT MORGAN GAS DEPT, CITY OF",Current,4/20/95,,5440,"FORT MORGAN GAS DEPT, CITY OF",Current,4/20/95,,5440,"FORT MORGAN GAS DEPT, CITY OF",Current,4/20/95,,5440,"FORT MORGAN GAS DEPT, CITY OF",Current,4/20/95,,5440,"FORT MORGAN GAS DEPT, CITY OF",Current,4/20/95,,5440,"FORT MORGAN GAS DEPT, CITY OF",Current,4/20/95,,5440,"FORT MORGAN GAS DEPT, CITY OF",Current,4/20/95,,,,,,
12/15/21,Operator Validation,12/3/12,5460,ACTIVE,FORT PIERCE UTILITIES AUTH - GAS DEPT,Gas Distribution,5460,FORT PIERCE UTILITIES AUTH - GAS DEPT,Current,4/20/95,,5460,FORT PIERCE UTILITIES AUTH - GAS DEPT,Current,4/20/95,,5460,FORT PIERCE UTILITIES AUTH - GAS DEPT,Current,4/20/95,,5460,FORT PIERCE UTILITIES AUTH - GAS DEPT,Current,4/20/95,,5460,FORT PIERCE UTILITIES AUTH - GAS DEPT,Current,4/20/95,,5460,FORT PIERCE UTILITIES AUTH - GAS DEPT,Current,4/20/95,,5460,FORT PIERCE UTILITIES AUTH - GAS DEPT,Current,4/20/95,,,,,,
12/15/21,Operator Validation,3/4/13,5470,ACTIVE,"FORT STOCKTON MUNICIPAL SYSTEM, CITY OF",Gas Distribution,5470,"FORT STOCKTON MUNICIPAL SYSTEM, CITY OF",Current,4/20/95,,5470,"FORT STOCKTON MUNICIPAL SYSTEM, CITY OF",Current,4/20/95,,5470,"FORT STOCKTON MUNICIPAL SYSTEM, CITY OF",Current,4/20/95,,5470,"FORT STOCKTON MUNICIPAL SYSTEM, CITY OF",Current,4/20/95,,5470,"FORT STOCKTON MUNICIPAL SYSTEM, CITY OF",Current,4/20/95,,5470,"FORT STOCKTON MUNICIPAL SYSTEM, CITY OF",Current,4/20/95,,5470,"FORT STOCKTON MUNICIPAL SYSTEM, CITY OF",Current,4/20/95,,,,,,
12/15/21,Operator Validation,8/23/12,5490,ACTIVE,"FORT VALLEY GAS DEPARTMENT, CITY OF",Gas Distribution,5490,"FORT VALLEY GAS DEPARTMENT, CITY OF",Current,4/20/95,,5490,"FORT VALLEY GAS DEPARTMENT, CITY OF",Current,4/20/95,,5490,"FORT VALLEY GAS DEPARTMENT, CITY OF",Current,4/20/95,,5490,"FORT VALLEY GAS DEPARTMENT, CITY OF",Current,4/20/95,,5490,"FORT VALLEY GAS DEPARTMENT, CITY OF",Current,4/20/95,,5490,"FORT VALLEY GAS DEPARTMENT, CITY OF",Current,4/20/95,,5490,"FORT VALLEY GAS DEPARTMENT, CITY OF",Current,4/20/95,,,,,,
12/15/21,Operator Validation,3/14/13,5510,ACTIVE,FOUNTAIN INN NATURAL GAS SYSTEM,Gas Distribution,5510,FOUNTAIN INN NATURAL GAS SYSTEM,Current,4/20/95,,5510,FOUNTAIN INN NATURAL GAS SYSTEM,Current,4/20/95,,5510,FOUNTAIN INN NATURAL GAS SYSTEM,Current,4/20/95,,5510,FOUNTAIN INN NATURAL GAS SYSTEM,Current,4/20/95,,5510,FOUNTAIN INN NATURAL GAS SYSTEM,Current,4/20/95,,5510,FOUNTAIN INN NATURAL GAS SYSTEM,Current,4/20/95,,5510,FOUNTAIN INN NATURAL GAS SYSTEM,Current,4/20/95,,,,,,
12/15/21,Operator Validation,3/25/13,5520,ACTIVE,FOUNTAINTOWN GAS CO INC,Gas Distribution,5520,FOUNTAINTOWN GAS CO INC,Current,4/20/95,,5520,FOUNTAINTOWN GAS CO INC,Current,4/20/95,,5520,FOUNTAINTOWN GAS CO INC,Current,4/20/95,,5520,FOUNTAINTOWN GAS CO INC,Current,4/20/95,,5520,FOUNTAINTOWN GAS CO INC,Current,4/20/95,,5520,FOUNTAINTOWN GAS CO INC,Current,4/20/95,,5520,FOUNTAINTOWN GAS CO INC,Current,4/20/95,,,,,,
12/15/21,Operator Validation,6/25/12,5524,INACTIVE,FOUR STAR OIL & GAS CO,Gas Gathering,5524,FOUR STAR OIL & GAS CO,Current,4/21/95,,5524,FOUR STAR OIL & GAS CO,Current,4/21/95,,5524,FOUR STAR OIL & GAS CO,Current,4/21/95,,5524,FOUR STAR OIL & GAS CO,Current,4/21/95,,5524,FOUR STAR OIL & GAS CO,Current,4/21/95,,5524,FOUR STAR OIL & GAS CO,Current,4/21/95,,,,,,,,,,,
12/15/21,Operator Validation,6/25/12,5524,INACTIVE,FOUR STAR OIL & GAS CO,Gas Transmission,31336,Chevron,Current,4/21/95,,31336,Chevron,Current,4/21/95,,31336,Chevron,Current,4/21/95,,31336,Chevron,Current,4/21/95,,31336,Chevron,Current,4/21/95,,31336,Chevron,Current,4/21/95,,31336,Chevron,Current,4/21/95,,,,,,
12/15/21,Type C Notification,6/11/15,5524,INACTIVE,FOUR STAR OIL & GAS CO,Hazardous Liquid,31707,chevron,Current,4/21/95,,31707,chevron,Current,4/21/95,,31707,chevron,Current,4/21/95,,31707,chevron,Current,4/21/95,,31707,chevron,Current,4/21/95,,31707,chevron,Current,4/21/95,,31707,chevron,Current,4/21/95,,,,,,
12/15/21,Operator Validation,12/2/12,5550,ACTIVE,"FRANKLIN GAS DEPT, CITY OF",Gas Distribution,5550,"FRANKLIN GAS DEPT, CITY OF",Current,5/24/95,,5550,"FRANKLIN GAS DEPT, CITY OF",Current,5/24/95,,5550,"FRANKLIN GAS DEPT, CITY OF",Current,5/24/95,,5550,"FRANKLIN GAS DEPT, CITY OF",Current,5/24/95,,5550,"FRANKLIN GAS DEPT, CITY OF",Current,5/24/95,,5550,"FRANKLIN GAS DEPT, CITY OF",Current,5/24/95,,5550,"FRANKLIN GAS DEPT, CITY OF",Current,5/24/95,,,,,,
12/15/21,Created by PHMSA,4/20/95,5580,ACTIVE,FRANNIE - DEAVER UTILITIES,Gas Distribution,5580,FRANNIE - DEAVER UTILITIES,Current,4/20/95,,5580,FRANNIE - DEAVER UTILITIES,Current,4/20/95,,5580,FRANNIE - DEAVER UTILITIES,Current,4/20/95,,5580,FRANNIE - DEAVER UTILITIES,Current,4/20/95,,5580,FRANNIE - DEAVER UTILITIES,Current,4/20/95,,5580,FRANNIE - DEAVER UTILITIES,Current,4/20/95,,5580,FRANNIE - DEAVER UTILITIES,Current,4/20/95,,,,,,
12/15/21,Operator Validation,10/25/12,5600,ACTIVE,FREEDOM MUNICIPAL TRUST AUTHORITY,Gas Distribution,5600,FREEDOM MUNICIPAL TRUST AUTHORITY,Current,4/20/95,,5600,FREEDOM MUNICIPAL TRUST AUTHORITY,Current,4/20/95,,5600,FREEDOM MUNICIPAL TRUST AUTHORITY,Current,4/20/95,,5600,FREEDOM MUNICIPAL TRUST AUTHORITY,Current,4/20/95,,5600,FREEDOM MUNICIPAL TRUST AUTHORITY,Current,4/20/95,,5600,FREEDOM MUNICIPAL TRUST AUTHORITY,Current,4/20/95,,5600,FREEDOM MUNICIPAL TRUST AUTHORITY,Current,4/20/95,,,,,,
12/15/21,Operator Validation,12/3/12,5613,ACTIVE,FREMONT DEPT OF UTIL - GAS DIV,Gas Distribution,5613,FREMONT DEPT OF UTIL - GAS DIV,Current,4/20/95,,5613,FREMONT DEPT OF UTIL - GAS DIV,Current,4/20/95,,5613,FREMONT DEPT OF UTIL - GAS DIV,Current,4/20/95,,5613,FREMONT DEPT OF UTIL - GAS DIV,Current,4/20/95,,5613,FREMONT DEPT OF UTIL - GAS DIV,Current,4/20/95,,5613,FREMONT DEPT OF UTIL - GAS DIV,Current,4/20/95,,5613,FREMONT DEPT OF UTIL - GAS DIV,Current,4/20/95,,,,,,
12/15/21,Operator Validation,12/19/12,5620,INACTIVE,"FRIARS POINT MUNICIPLE GAS, TOWN OF",Gas Distribution,5620,"FRIARS POINT MUNICIPLE GAS, TOWN OF",Current,4/20/95,,5620,"FRIARS POINT MUNICIPLE GAS, TOWN OF",Current,4/20/95,,5620,"FRIARS POINT MUNICIPLE GAS, TOWN OF",Current,4/20/95,,5620,"FRIARS POINT MUNICIPLE GAS, TOWN OF",Current,4/20/95,,5620,"FRIARS POINT MUNICIPLE GAS, TOWN OF",Current,4/20/95,,5620,"FRIARS POINT MUNICIPLE GAS, TOWN OF",Current,4/20/95,,5620,"FRIARS POINT MUNICIPLE GAS, TOWN OF",Current,4/20/95,,,,,,
12/15/21,Operator Validation,3/23/13,5640,ACTIVE,FRIENDSHIP GAS DEPT,Gas Distribution,5640,FRIENDSHIP GAS DEPT,Current,4/20/95,,5640,FRIENDSHIP GAS DEPT,Current,4/20/95,,5640,FRIENDSHIP GAS DEPT,Current,4/20/95,,5640,FRIENDSHIP GAS DEPT,Current,4/20/95,,5640,FRIENDSHIP GAS DEPT,Current,4/20/95,,5640,FRIENDSHIP GAS DEPT,Current,4/20/95,,5640,FRIENDSHIP GAS DEPT,Current,4/20/95,,,,,,
12/15/21,Operator Validation,6/25/12,5670,ACTIVE,"FULTON, CITY OF",Gas Distribution,5670,"FULTON, CITY OF",Current,5/24/95,,5670,"FULTON, CITY OF",Current,5/24/95,,5670,"FULTON, CITY OF",Current,5/24/95,,5670,"FULTON, CITY OF",Current,5/24/95,,5670,"FULTON, CITY OF",Current,5/24/95,,5670,"FULTON, CITY OF",Current,5/24/95,,5670,"FULTON, CITY OF",Current,5/24/95,,,,,,
12/15/21,Operator Validation,2/27/13,5680,ACTIVE,FULTON GAS SYSTEM,Gas Distribution,5680,FULTON GAS SYSTEM,Current,5/24/95,,5680,FULTON GAS SYSTEM,Current,5/24/95,,5680,FULTON GAS SYSTEM,Current,5/24/95,,5680,FULTON GAS SYSTEM,Current,5/24/95,,5680,FULTON GAS SYSTEM,Current,5/24/95,,5680,FULTON GAS SYSTEM,Current,5/24/95,,5680,FULTON GAS SYSTEM,Current,5/24/95,,,,,,
12/15/21,Created by PHMSA,6/4/87,5690,ACTIVE,FULTON MUNICIPAL GAS SYSTEM,Gas Distribution,5690,FULTON MUNICIPAL GAS SYSTEM,Current,6/4/87,,5690,FULTON MUNICIPAL GAS SYSTEM,Current,6/4/87,,5690,FULTON MUNICIPAL GAS SYSTEM,Current,6/4/87,,5690,FULTON MUNICIPAL GAS SYSTEM,Current,6/4/87,,5690,FULTON MUNICIPAL GAS SYSTEM,Current,6/4/87,,5690,FULTON MUNICIPAL GAS SYSTEM,Current,6/4/87,,5690,FULTON MUNICIPAL GAS SYSTEM,Current,6/4/87,,,,,,
